ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID350445038,9 Yawla St,4,h,2255000.0,10/12/2016,3.0,2.0,557.0,11.0,-37.9132,145.0251
ID346972925,63 Nolan St,4,h,1370000.0,9/09/2017,3.0,2.0,634.0,2.0,-37.741009999999996,144.88478
ID565236577,1/14 Paxton St,2,u,655000.0,12/08/2017,1.0,1.0,306.0,14.0,-37.804359999999996,145.23338999999999
ID555853887,11 Pamela St,3,h,1451000.0,16/09/2017,2.0,1.0,730.0,49.0,-37.88494,145.11951000000005
ID357027683,116 Charles St,3,h,1650000.0,10/12/2016,3.0,1.0,209.0,14.0,-37.8467,144.9897
ID424976316,95 Marion St,3,h,1070000.0,3/09/2017,1.0,3.0,693.0,69.0,-37.83511,144.84905
ID658903518,171 Bridge St,2,h,1240000.0,3/12/2016,1.0,0.0,0.0,69.0,-37.836,144.9419
ID803434454,24 Abraham Dr,4,h,720000.0,27/05/2017,2.0,3.0,879.0,119.0,-37.79079,145.30208000000005
ID390307926,32 Cameron St,3,h,1555000.0,7/11/2016,1.0,0.0,250.0,119.0,-37.8167,144.9978
ID266107094,15 Gould St,3,h,2400000.0,10/09/2016,2.0,2.0,835.0,109.0,-37.9225,144.991
ID545903453,17 Knutsford St,3,h,3401000.0,27/11/2016,2.0,1.0,706.0,89.0,-37.8161,145.0748
ID321499434,11 Eucalyptus Dr,3,t,680000.0,20/05/2017,3.0,2.0,2787.0,7.0,-37.7794,144.872
ID820761064,46 Dunne St,3,h,980000.0,8/10/2016,1.0,1.0,907.0,59.0,-37.7143,145.039
ID532557305,28 Walnut Rd,4,h,1950000.0,14/05/2016,3.0,2.0,665.0,49.0,-37.7889,145.0904
ID197537515,95 Orange Gr,4,h,925000.0,17/06/2017,1.0,10.0,993.0,53.0,-37.84688,145.25632
ID614701491,87 Phillips St,3,h,1210000.0,3/09/2017,1.0,4.0,460.0,99.0,-37.745129999999996,144.95458
ID611255412,12/48 Oxley Rd,2,u,743000.0,24/09/2016,1.0,2.0,0.0,129.0,-37.8249,145.0405
ID816292043,5 Bullarto St,2,h,1002000.0,13/08/2016,1.0,1.0,585.0,69.0,-37.8792,145.0948
ID219011726,23 Wills St,3,h,1912000.0,28/05/2016,1.0,2.0,844.0,59.0,-37.8037,145.0636
ID436312564,54 Capon St,2,h,2412000.0,25/02/2017,1.0,4.0,1220.0,59.0,-37.8846,145.08700000000005
ID737914973,73 Charman Rd,4,h,1221000.0,1/07/2017,2.0,3.0,554.0,94.0,-37.98139000000001,145.05251
ID596534947,112 Belmore Rd,5,h,3020000.0,28/05/2016,3.0,2.0,715.0,10.0,-37.8028,145.0768
ID463249488,39 Mason St,4,h,786000.0,16/04/2016,3.0,1.0,595.0,6.0,-37.7283,145.0072
ID537740766,6/14 Shelley St,2,u,599999.0,3/12/2016,1.0,0.0,0.0,18.0,-37.8808,144.9847
ID515872720,2/360 Carlisle St,2,u,820000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.8691,144.9974
ID510562503,14 Indra Rd,3,h,1264000.0,24/06/2017,1.0,2.0,579.0,59.0,-37.83831,145.13985
ID921143680,17/30 Miles St,2,u,625000.0,12/08/2017,1.0,1.0,0.0,59.0,-37.8281,144.96627
ID984326092,2/25 Acland St,2,t,1077000.0,13/05/2017,1.0,1.0,455.0,129.0,-37.8636,144.9749
ID262214229,6 Bolden St,5,h,1401000.0,19/11/2016,2.0,2.0,580.0,79.0,-37.7539,145.0577
ID234570600,11 Raleigh St,3,h,770000.0,16/04/2016,1.0,0.0,438.0,99.0,-37.754,144.92600000000004
ID264016279,33 Welfare Pde,3,h,1688000.0,26/08/2017,1.0,2.0,717.0,109.0,-37.85918,145.083
ID611556402,282 Glenlyon Rd,3,h,1141000.0,16/04/2016,1.0,1.0,378.0,129.0,-37.7739,144.9819
ID317984617,11 Craigielea Av,2,h,610000.0,15/07/2017,1.0,2.0,419.0,44.0,-37.7398,144.80348
ID895641425,1/59 Leicester St,3,t,1520000.0,12/11/2016,2.0,2.0,0.0,129.0,-37.7951,144.9776
ID220405465,12 Melrose St,3,h,1300000.0,28/05/2016,2.0,2.0,138.0,18.0,-37.8288,144.9891
ID977097337,204/8 Balmain St,1,u,405000.0,16/07/2016,1.0,1.0,0.0,12.0,-37.8299,144.9907
ID679749255,165 Hilton St,4,h,630000.0,27/11/2016,2.0,2.0,602.0,69.0,-37.7005,144.9258
ID433345119,5/2 Ormond Rd,3,t,700000.0,15/07/2017,2.0,2.0,125.0,6.0,-37.80735,144.87361
ID360596026,10/11 Grandview Gr,2,u,550000.0,12/11/2016,1.0,1.0,0.0,52.0,-37.8222,145.0566
ID968816694,2/2 Walter St,3,t,970000.0,1/07/2017,2.0,1.0,263.0,3.0,-37.8179,145.20658
ID390070854,72d Oakover Rd,3,t,875000.0,24/06/2017,2.0,2.0,214.0,79.0,-37.74886,144.99225
ID702797389,13 Woolart St,3,h,910000.0,15/10/2016,1.0,2.0,692.0,59.0,-37.7217,144.9074
ID132702719,2 Birtles Ct,5,h,3000000.0,18/06/2016,5.0,2.0,671.0,29.0,-37.8025,145.0665
ID408199380,30 Mountfield St,2,h,1073000.0,28/08/2016,1.0,1.0,182.0,109.0,-37.7629,144.968
ID492799043,45 Lord St,2,h,1130000.0,4/03/2017,2.0,3.0,114.0,14.0,-37.8212,145.005
ID478388218,18/170 St Kilda Rd,3,u,720000.0,27/11/2016,1.0,1.0,0.0,89.0,-37.8612,144.985
ID646029122,3 Park Pl,1,u,760500.0,4/06/2016,0.0,0.0,438.0,18.0,-37.8353,144.96
ID833751307,38 Gretel Gr,4,h,320000.0,1/07/2017,2.0,1.0,547.0,33.0,-37.690259999999995,144.57866
ID717561058,2/36 May St,3,h,675000.0,14/05/2016,2.0,2.0,171.0,7.0,-37.8337,144.8554
ID764948892,101/218 High St,2,u,500000.0,4/03/2017,1.0,1.0,710.0,9.0,-37.8636,145.0794
ID505438149,61 Glenard Dr,4,h,2050000.0,15/10/2016,3.0,2.0,723.0,69.0,-37.7615,145.0705
ID594372095,2/129 Brighton Rd,2,u,684000.0,19/11/2016,1.0,0.0,0.0,89.0,-37.875,144.991
ID337892117,717 Brunswick St,3,h,1300000.0,27/11/2016,2.0,0.0,127.0,129.0,-37.7851,144.9809
ID867356286,65B Hotham St,2,h,1320000.0,4/03/2017,2.0,1.0,0.0,119.0,-37.7969,144.9885
ID591231645,11/276 Domain Rd,1,u,430000.0,3/09/2016,1.0,1.0,0.0,49.0,-37.8351,144.9909
ID907871980,1/33 McComas St,2,h,498000.0,7/11/2016,1.0,3.0,310.0,84.0,-37.7288,145.0224
ID961538877,68 Nyah St,3,h,1001000.0,17/06/2017,1.0,2.0,605.0,41.0,-37.73137,144.86882
ID614701491,87 Phillips St,3,h,1210000.0,3/09/2017,1.0,4.0,460.0,99.0,-37.745129999999996,144.95458
ID858112925,74 Vine St,3,h,1320000.0,8/07/2017,1.0,2.0,459.0,39.0,-37.7693,144.93415
ID509149679,49 Romano Av,4,h,550000.0,8/07/2017,2.0,1.0,531.0,49.0,-37.65121,145.05404
ID537683202,68b Derby St,4,h,1310000.0,12/06/2016,2.0,2.0,282.0,49.0,-37.7709,145.0057
ID529645000,33 Richelieu St,2,h,650000.0,22/07/2017,1.0,2.0,249.0,29.0,-37.788909999999994,144.87114
ID176997884,36/3 Seisman Pl,2,u,1340000.0,3/12/2016,2.0,2.0,21700.0,19.0,-37.8424,144.9449
ID805710941,1 Chatsworth Rd,2,h,1090000.0,10/09/2016,1.0,1.0,158.0,49.0,-37.8531,145.0063
ID599795609,6 Viva St,4,h,2690000.0,26/08/2017,2.0,2.0,647.0,109.0,-37.86133,145.04166999999995
ID198895491,11 Mais St,4,h,905000.0,8/04/2017,2.0,2.0,696.0,54.0,-37.7074,145.0276
ID327334119,1 Menzies St,2,h,670000.0,13/08/2016,1.0,2.0,551.0,49.0,-37.7825,144.8545
ID542549259,21a Station Rd,3,t,935000.0,16/04/2016,2.0,1.0,233.0,17.0,-37.8573,144.8911
ID924588460,24 Clarence St,3,h,1940000.0,20/05/2017,2.0,2.0,439.0,107.0,-37.891999999999996,145.0103
ID833172083,75 Pound Rd,4,h,622000.0,8/07/2017,2.0,2.0,654.0,30.0,-38.02683,145.25871
ID413858166,3/30 Beaumont Pde,1,h,280000.0,15/07/2017,1.0,1.0,45.0,49.0,-37.80728,144.86702
ID693268802,78 Dickens St,4,h,2200000.0,27/06/2016,3.0,2.0,348.0,119.0,-37.8748,144.9778
ID986691036,7/3 Ashley St,2,h,450000.0,1/07/2017,2.0,2.0,74.0,18.0,-37.84646,145.22591
ID639194349,13 Willow Av,3,h,990000.0,16/09/2017,1.0,1.0,680.0,16.0,-37.82077,145.20391
ID470454707,12 Armagh Cr,4,h,1323000.0,26/08/2017,2.0,2.0,551.0,38.0,-37.87608,145.2239
ID517939970,407/57 Toorak Rd,1,u,450000.0,15/10/2016,1.0,1.0,0.0,6.0,-37.8384,144.9886
ID370318847,130 Keele St,2,h,890000.0,3/09/2016,1.0,1.0,178.0,119.0,-37.7974,144.9915
ID148125581,37 Wellington St,4,h,4000000.0,19/08/2017,2.0,3.0,792.0,114.0,-37.809259999999995,145.0331
ID300385578,61 Truro Cr,3,h,680000.0,9/09/2017,2.0,2.0,651.0,28.0,-37.69727,144.79371
ID458782056,33 Livingstone St,3,h,1535000.0,15/10/2016,1.0,2.0,691.0,69.0,-37.7674,145.0392
ID948938310,39 Otter St,3,h,1300000.0,20/05/2017,1.0,1.0,209.0,24.0,-37.8011,144.9861
ID147564790,1A Merritt Ct,3,t,705000.0,11/02/2017,2.0,2.0,197.0,39.0,-37.8579,144.8181
ID111503170,797 Burwood Rd,5,h,3500000.0,18/06/2016,2.0,2.0,1250.0,19.0,-37.8245,145.0524
ID697025220,6/21 Kensington Rd,2,u,551000.0,15/10/2016,1.0,0.0,0.0,59.0,-37.8383,145.0011
ID252889738,1/13 Narong Rd,2,u,536000.0,25/02/2017,1.0,1.0,771.0,59.0,-37.8686,145.0239
ID927525515,65 Clare Bvd,4,h,730000.0,27/05/2017,2.0,1.0,633.0,15.0,-37.63958,144.90267
ID182817179,14 Hunter St,3,h,2640000.0,18/03/2017,1.0,1.0,309.0,119.0,-37.82,145.0054
ID439244271,8 Narrumburn Rd,3,h,805000.0,9/09/2017,1.0,1.0,539.0,69.0,-37.94128,145.11406000000005
ID537050134,15 Pascoe St,3,h,1275000.0,10/12/2016,2.0,2.0,669.0,89.0,-37.8596,145.0871
ID793206864,33 River St,4,h,1215000.0,24/09/2016,3.0,4.0,613.0,69.0,-37.7799,144.8879
ID152198292,2/20 Talmage St,2,t,340000.0,29/07/2017,1.0,1.0,100.0,39.0,-37.77956,144.82519
ID979563971,56 Henry St,3,h,1850000.0,3/12/2016,1.0,2.0,361.0,7.0,-37.8546,144.9865
ID984388708,686A Hampton St,4,t,2250000.0,27/11/2016,2.0,2.0,230.0,7.0,-37.9237,145.0056
ID167394190,3/58 Cawkwell St,2,u,569000.0,7/05/2016,1.0,2.0,0.0,49.0,-37.854,145.041
ID980352191,16 Poets Gr,2,h,1255000.0,17/06/2017,1.0,1.0,226.0,84.0,-37.88132,144.99013
ID473979403,69 Chirnside St,3,h,1180000.0,3/06/2017,1.0,1.0,335.0,49.0,-37.80742,144.88297
ID308001423,14 Sutherland St,3,h,716000.0,27/11/2016,1.0,2.0,594.0,29.0,-37.709,144.9483
ID476193327,18 Ash Gr,4,t,1600000.0,3/12/2016,3.0,2.0,812.0,59.0,-37.8864,145.0326
ID761856956,1/10 Linden St,3,t,1010000.0,23/04/2016,2.0,1.0,0.0,5.0,-37.774,144.9731
ID580315906,10 Howard St,4,h,3200000.0,9/09/2017,3.0,2.0,858.0,39.0,-37.85557,145.06534
ID372715238,6 Kynoch La,3,t,560000.0,4/02/2016,2.0,2.0,77.0,15.0,-37.7746,144.8798
ID958667098,1/58 Cawkwell St,2,u,584000.0,28/08/2016,1.0,1.0,0.0,48.0,-37.854,145.041
ID177436713,2 Howitt Pl,3,h,930000.0,3/09/2017,2.0,2.0,369.0,59.0,-37.857929999999996,145.13925
ID473905993,1/1 Clarendon St,3,t,670000.0,29/07/2017,2.0,2.0,159.0,3.0,-37.78502,144.86733
ID652911169,192 Blyth St,3,h,1600000.0,27/11/2016,1.0,2.0,812.0,99.0,-37.7673,144.9782
ID540295556,4 Barry St,2,h,950000.0,29/07/2017,1.0,0.0,114.0,59.0,-37.78024,144.99289
ID256723595,19 Charles St,3,h,1290000.0,22/07/2017,2.0,1.0,196.0,109.0,-37.776509999999995,144.99074
ID394105486,15 Domain Tce,3,h,601000.0,22/07/2017,2.0,2.0,454.0,14.0,-37.63556,145.06679
ID449282565,6 Cosmos St,3,h,691000.0,10/09/2016,1.0,2.0,753.0,16.0,-37.7065,144.9374
ID849180182,36 Charlotte St,2,h,1421000.0,12/11/2016,1.0,0.0,196.0,19.0,-37.8254,145.0
ID304286285,103/58 Ballarat St,1,u,381000.0,17/09/2016,1.0,1.0,0.0,59.0,-37.8184,144.8904
ID630666331,8/58 Sutherland Rd,2,u,592500.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8574,145.0174
ID267793995,14 Jubilee St,3,h,1060000.0,10/12/2016,1.0,4.0,600.0,119.0,-37.8472,144.8707
ID453547601,58 Herbert St,4,h,1071500.0,17/06/2017,1.0,1.0,951.0,3.0,-37.98121,145.21643999999995
ID515044910,66 MacOrna St,4,h,710000.0,27/05/2017,1.0,3.0,541.0,59.0,-37.69778,145.08516
ID544017516,86 Northumberland Rd,3,h,680000.0,18/03/2017,1.0,2.0,553.0,44.0,-37.7706,144.8422
ID741294993,1 Simon Ct,5,h,660000.0,1/07/2017,3.0,2.0,708.0,19.0,-37.63888,145.02813
ID576241128,22 Douglas St,2,h,1200000.0,19/11/2016,1.0,1.0,757.0,59.0,-37.7428,145.07
ID302757650,36 Aberfeldie St,3,h,1850000.0,17/06/2017,2.0,2.0,596.0,69.0,-37.76086,144.90497
ID811415952,1/29 Devon Rd,2,t,540000.0,13/05/2017,1.0,2.0,240.0,19.0,-37.7217,144.924
ID859677166,10 Weyburn Rd,3,h,706500.0,3/06/2017,2.0,3.0,723.0,44.0,-37.83883,145.28893
ID212770354,17 Parkhill Dr,4,h,1240000.0,19/11/2016,2.0,2.0,766.0,69.0,-37.8629,145.1097
ID430181330,12 Tantani St,3,h,506000.0,15/07/2017,1.0,4.0,578.0,35.0,-38.13743,145.16702
ID138104085,1/3 Gleniffer Av,2,u,585000.0,8/07/2017,1.0,1.0,0.0,69.0,-37.931709999999995,145.03041000000005
ID265798419,3 Belmore Rd,4,h,775000.0,29/04/2017,1.0,2.0,665.0,39.0,-37.7662,144.8383
ID331065673,329 George St,4,h,1924500.0,3/09/2016,4.0,2.0,1157.0,99.0,-37.7779,145.127
ID999523467,26 Clarendon St,4,h,665000.0,22/07/2017,1.0,1.0,538.0,59.0,-37.76518,144.85621
ID953497831,1/11 Maxwell St,2,h,511500.0,24/06/2017,1.0,2.0,416.0,59.0,-37.67096,145.02445
ID751350636,32 Sherlowe Cr,4,h,1295000.0,12/08/2017,2.0,2.0,702.0,41.0,-37.73226,145.09855
ID331801523,1 Diana Dr,4,h,1280000.0,17/06/2017,2.0,1.0,797.0,59.0,-37.80755,145.1638
ID409066137,41a Rennie St,2,u,495000.0,6/05/2017,1.0,0.0,388.0,59.0,-37.7506,144.9694
ID132711076,4/69 Wattle Valley Rd,2,u,913000.0,8/04/2017,1.0,1.0,0.0,99.0,-37.8322,145.0816
ID424560431,190 Gore St,2,h,1440000.0,17/09/2016,1.0,0.0,95.0,129.0,-37.8032,144.9825
ID832229660,20 Mills St,3,h,635800.0,16/04/2016,1.0,1.0,602.0,44.0,-37.7696,144.84
ID677838386,6/9 St James St,2,u,410000.0,17/09/2016,1.0,1.0,0.0,49.0,-37.7597,144.9188
ID264721979,5/137 Northumberland Rd,3,t,560000.0,20/05/2017,2.0,1.0,141.0,10.0,-37.7177,144.9328
ID730317552,2/116 Summerhill Rd,3,h,540000.0,11/02/2017,2.0,2.0,215.0,16.0,-37.7257,145.0243
ID443903332,5 Dakara Ct,3,h,480000.0,1/07/2017,1.0,2.0,743.0,29.0,-37.89757,144.63041
ID723176487,75 Fenwick St,3,h,2050000.0,18/03/2017,2.0,0.0,84.0,49.0,-37.7879,144.9736
ID553109401,408 Canning St,3,h,1614500.0,20/05/2017,1.0,0.0,167.0,114.0,-37.7875,144.9749
ID267731975,18 Vanberg Rd,3,h,1385000.0,12/11/2016,2.0,1.0,619.0,89.0,-37.7543,144.9318
ID514995682,603/120 Palmer St,1,u,390000.0,14/05/2016,1.0,1.0,0.0,8.0,-37.8195,145.0103
ID253132100,2/6 Pitta Cl,2,u,302500.0,3/06/2017,1.0,2.0,471.0,11.0,-37.88275,144.66661000000005
ID961649158,50 Major Rd,1,h,515000.0,12/08/2017,1.0,0.0,173.0,79.0,-37.70745,144.97046
ID410564079,2C Castlemaine St,3,h,1425000.0,29/04/2017,3.0,2.0,305.0,12.0,-37.8149,144.8942
ID776086189,721 Ballarat Rd,3,h,730000.0,19/08/2017,2.0,2.0,739.0,49.0,-37.77245,144.8001
ID174435653,201A Clauscen St,3,h,1286000.0,10/12/2016,1.0,0.0,275.0,104.0,-37.7779,144.9862
ID843304664,28 Cambridge St,3,h,1870000.0,4/03/2017,1.0,1.0,217.0,131.0,-37.8592,145.0182
ID674677589,18 Kanowna St,4,h,2130000.0,30/07/2016,2.0,2.0,714.0,94.0,-37.9446,145.0092
ID986691036,7/3 Ashley St,2,h,450000.0,1/07/2017,2.0,2.0,74.0,18.0,-37.84646,145.22591
ID896910605,2/703 Orrong Rd,2,u,1450000.0,8/10/2016,2.0,2.0,0.0,49.0,-37.8414,145.0137
ID704051019,2/42 Railway Pde,2,t,510000.0,17/09/2016,1.0,1.0,110.0,6.0,-37.7282,144.928
ID843927433,68 Chapman St,4,h,895000.0,27/11/2016,2.0,3.0,430.0,74.0,-37.7939,144.8283
ID140599032,8/18 Edgar St,2,u,680000.0,15/10/2016,1.0,1.0,0.0,73.0,-37.8566,145.0454
ID407081836,9/11 Parring Rd,2,u,805000.0,6/08/2016,1.0,1.0,209.0,44.0,-37.8125,145.0901
ID737449038,52 Shirley St,3,h,620000.0,22/07/2017,1.0,2.0,466.0,44.0,-37.87019,144.7843
ID197148819,23/1 Pottery Ct,1,u,315000.0,15/07/2017,1.0,1.0,0.0,99.0,-37.770340000000004,144.95334
ID213040766,4/149 Church St,2,u,892500.0,7/05/2016,1.0,2.0,232.0,49.0,-37.9157,144.9973
ID595948318,1/6 Richard St,2,u,651000.0,7/05/2016,1.0,1.0,265.0,59.0,-37.9223,145.0747
ID579485139,15 Bletchley Pl,4,h,590000.0,22/07/2017,2.0,2.0,617.0,59.0,-37.7364,144.82556
ID782447257,2a Kent Rd,3,h,616000.0,24/09/2016,1.0,1.0,190.0,49.0,-37.7211,144.9508
ID845852424,16 Waratah St,3,t,1260000.0,29/07/2017,2.0,2.0,669.0,59.0,-37.912890000000004,145.08065
ID433823386,131 Odessa Av,3,h,620000.0,8/07/2017,1.0,4.0,650.0,34.0,-37.71575,144.80598
ID375540247,5 Koorang La,3,h,1100000.0,18/06/2016,2.0,1.0,66.0,6.0,-37.8181,145.007
ID246911422,61 McKimmies Rd,3,h,487000.0,27/05/2017,1.0,1.0,533.0,49.0,-37.67605,145.03956000000005
ID401251975,23 Morden Ct,4,h,1570000.0,27/05/2017,2.0,1.0,746.0,119.0,-37.826029999999996,145.1721
ID938120031,87 Academy Dr,3,h,505000.0,27/05/2017,1.0,1.0,546.0,19.0,-37.67411,144.94677
ID509369276,38 Orlando St,3,h,2439500.0,28/08/2016,2.0,2.0,662.0,139.0,-37.9384,145.0002
ID362988834,2/585 Burwood Hwy,3,u,750000.0,3/06/2017,2.0,1.0,302.0,3.0,-37.85732,145.19195
ID633731705,3 Flannery Ct,3,h,925000.0,15/10/2016,1.0,4.0,815.0,22.0,-37.7151,144.9062
ID788172185,38 Frederick St,4,h,2730000.0,15/10/2016,3.0,2.0,674.0,22.0,-37.8068,145.0786
ID720051106,19 Station Rd,2,h,940000.0,27/05/2017,1.0,0.0,207.0,109.0,-37.8071,144.88912
ID763936919,215 Clarke St,4,h,3850000.0,30/07/2016,4.0,8.0,1390.0,107.0,-37.7767,144.9996
ID571572415,23a Dickmann St,3,t,975000.0,22/08/2016,1.0,1.0,383.0,26.0,-37.8248,144.9976
ID350445038,9 Yawla St,4,h,2255000.0,10/12/2016,3.0,2.0,557.0,11.0,-37.9132,145.0251
ID719530831,20 Scotia St,2,h,800000.0,27/06/2016,2.0,1.0,55.0,8.0,-37.8014,144.9488
ID436186212,241 Parer Rd,5,h,755000.0,14/05/2016,2.0,2.0,596.0,26.0,-37.7248,144.8699
ID452010210,3 Alexander St,3,h,1715000.0,10/12/2016,2.0,2.0,458.0,69.0,-37.8257,145.1216
ID222375671,100 Reynard St,4,h,975000.0,27/11/2016,2.0,2.0,307.0,23.0,-37.74800000000001,144.9602
ID696659195,36/568 New St,1,u,380000.0,1/07/2017,1.0,1.0,1993.0,19.0,-37.884679999999996,144.99722
ID823724451,12 Maud St,4,h,1755000.0,29/07/2017,2.0,2.0,605.0,81.0,-37.79466,145.06564
ID975223947,1/33 Riviera St,2,u,641000.0,29/07/2017,1.0,1.0,0.0,39.0,-37.978359999999995,145.07303000000005
ID799776724,67 Celia St,4,h,1700000.0,15/10/2016,3.0,1.0,650.0,73.0,-37.8581,145.078
ID735107047,50 Caroline Dr,5,h,1400000.0,26/08/2017,3.0,2.0,717.0,56.0,-37.7663,145.1132
ID720278950,3/117 Gordon St,3,t,687000.0,27/11/2016,1.0,1.0,116.0,24.0,-37.7454,144.9487
ID726155407,92A Southern Rd,2,h,510000.0,25/02/2017,1.0,2.0,244.0,7.0,-37.7421,145.0491
ID727861619,3/2 Cooper St,3,t,500000.0,27/06/2016,1.0,2.0,224.0,34.0,-37.7863,144.8401
ID131291898,7 Colclough Ct,5,h,880000.0,30/07/2016,3.0,2.0,387.0,59.0,-37.7225,144.9055
ID741888938,3 Grieve St,3,h,824000.0,3/09/2017,1.0,2.0,725.0,39.0,-37.850629999999995,145.25802
ID320042565,4 Newton St,3,h,800000.0,26/08/2017,1.0,2.0,585.0,59.0,-37.73173,145.02884
ID146377252,2/4 Collins St,3,u,775000.0,17/09/2016,1.0,1.0,211.0,39.0,-37.8275,145.1232
ID623455088,19/9 Fabian Ct,2,t,408000.0,18/06/2016,1.0,1.0,85.0,39.0,-37.7732,144.8927
ID628340116,9A Methven St,3,t,880000.0,16/09/2017,1.0,1.0,771.0,15.0,-37.747009999999996,144.96368999999999
ID823271963,6 Moffatt Cr,3,h,568000.0,23/09/2017,2.0,2.0,700.0,46.0,-37.87695,144.69953
ID693108001,2/64 Jellicoe St,2,t,610000.0,15/10/2016,1.0,1.0,277.0,49.0,-37.7577,145.0358
ID472087124,1/1 Danae St,3,t,460000.0,12/11/2016,1.0,1.0,325.0,49.0,-37.7001,144.9291
ID578903181,41 Felix Cr,4,h,812000.0,12/08/2017,2.0,2.0,962.0,14.0,-37.80161,145.22151000000005
ID823377025,2 Hood St,4,h,1158000.0,23/04/2016,1.0,3.0,411.0,109.0,-37.8117,144.8873
ID542267989,60 Cummins Rd,3,h,1650000.0,26/08/2017,2.0,2.0,623.0,99.0,-37.92698,145.02673000000001
ID785213568,14 Shaftesbury St,3,h,1580000.0,26/08/2017,2.0,1.0,665.0,133.0,-37.75238,144.92248999999995
ID591046075,3 Silvana Wy,3,h,478000.0,19/08/2017,1.0,1.0,318.0,16.0,-37.70388,144.75259
ID865979403,3/12 Somers St,2,u,605000.0,6/05/2017,1.0,1.0,81.0,54.0,-37.8495,145.0999
ID257266168,1/70 Williams Rd,2,h,910000.0,19/11/2016,1.0,1.0,183.0,89.0,-37.8543,145.0024
ID986838181,23 Cromwell St,3,h,1238000.0,26/08/2017,2.0,1.0,735.0,4.0,-37.852959999999996,145.1055
ID146639071,19 Verdon St,4,h,2910000.0,4/03/2017,3.0,0.0,338.0,129.0,-37.8633,144.8963
ID455870139,9 Finton Cl,4,h,1214000.0,23/09/2017,2.0,2.0,694.0,79.0,-37.8893,145.18747
ID726963758,71 Peel St,3,h,1575000.0,15/10/2016,2.0,2.0,397.0,79.0,-37.8013,145.0335
ID265940897,6 Dedrick Gr,3,h,510000.0,22/08/2016,1.0,2.0,587.0,11.0,-37.7843,144.8472
ID949770140,15 Alimar Rd,3,h,1908000.0,8/07/2017,1.0,2.0,778.0,59.0,-37.88462,145.17315
ID879976260,581 Waterdale Rd,2,h,532000.0,27/05/2017,2.0,1.0,220.0,69.0,-37.73549000000001,145.0487
ID143883413,3/134 Cooper St,2,u,585000.0,15/10/2016,1.0,1.0,160.0,44.0,-37.7421,144.8995
ID944781985,101 The Fairway,4,h,610000.0,12/11/2016,1.0,1.0,465.0,49.0,-37.7126,145.03
ID247602021,2/15 Melbourne St,2,u,603000.0,26/07/2016,1.0,1.0,102.0,59.0,-37.8894,145.0679
ID958531028,11 Sandpiper Pl,4,h,2440000.0,27/11/2016,3.0,3.0,500.0,14.0,-37.8638,144.8798
ID354653360,12 Havelock St,4,h,1782800.0,10/12/2016,2.0,2.0,804.0,17.0,-37.8516,145.1179
ID295369081,5/66 Woornack Rd,1,u,363000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.8982,145.0625
ID512845238,2/8 Gregory St,2,t,475000.0,15/10/2016,1.0,1.0,118.0,9.0,-37.7232,144.9154
ID157016967,7 Kampman St,4,h,1300000.0,18/03/2017,2.0,2.0,744.0,34.0,-37.7791,145.086
ID628588198,477 Murray Rd,5,h,1060000.0,27/05/2017,2.0,2.0,559.0,79.0,-37.73645,144.98715
ID145872645,59b Fromer St,3,t,1275000.0,17/09/2016,2.0,2.0,309.0,99.0,-37.9287,145.0461
ID834098698,156 Separation St,2,h,900000.0,10/12/2016,1.0,0.0,367.0,49.0,-37.7704,145.0067
ID413645574,80 Marriage Rd,3,h,1500000.0,6/08/2016,2.0,2.0,315.0,19.0,-37.9199,145.0174
ID296263882,1001/800 Chapel St,2,u,1090000.0,29/07/2017,2.0,2.0,17200.0,19.0,-37.83613,144.99661
ID816942776,147 Booran Rd,3,h,1303500.0,22/05/2016,1.0,2.0,699.0,14.0,-37.8936,145.0366
ID921147415,16 Thorpe St,3,h,1100000.0,29/04/2017,1.0,6.0,761.0,69.0,-37.8464,144.865
ID291848164,32 Jubilee Pl,2,h,1042500.0,4/03/2017,1.0,1.0,80.0,49.0,-37.8126,145.004
ID527876227,9/69 Wattle Rd,3,u,1189000.0,3/12/2016,1.0,1.0,181.0,50.0,-37.8243,145.0328
ID758578539,53 Ronald St,3,h,735000.0,4/03/2017,1.0,1.0,427.0,9.0,-37.7303,144.9773
ID873698414,12 Coane St,3,h,960000.0,25/02/2017,1.0,2.0,641.0,69.0,-37.7253,144.938
ID350453618,10a Roydon St,3,t,1020000.0,14/05/2016,2.0,2.0,221.0,59.0,-37.9355,145.0257
ID720278950,3/117 Gordon St,3,t,687000.0,27/11/2016,1.0,1.0,116.0,24.0,-37.7454,144.9487
ID935555555,27 McMahon Cr,3,h,350000.0,26/08/2017,1.0,1.0,466.0,16.0,-37.86744,144.65608999999995
ID933009016,22 Hobart St,2,h,1275000.0,3/09/2016,1.0,2.0,599.0,45.0,-37.925,145.046
ID505548070,2A Council St,2,h,880000.0,18/03/2017,1.0,0.0,100.0,24.0,-37.7923,144.9858
ID883465448,117 Lord St,2,h,1088000.0,17/09/2016,1.0,0.0,158.0,84.0,-37.8239,145.0045
