ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID532672246,3/32 Kumara Cct,SOUTH MORANG,420000.0,t,2017-07-08,3,2.0,2.0,155.0,8.0,-37.63478,145.08486000000005,52159,1216.4260222138541,21.843478260869563,False,23.46153846153846,50.266666666666666,7.0,St Francis of Assisi School,4067.170371088057,402,Mill Park Secondary College,3776.9413923648267,484
ID945114088,1/164 Leamington St,RESERVOIR,216000.0,u,2016-09-24,1,1.0,1.0,0.0,49.0,-37.7111,144.9919,20010,1477.1010406965886,10.725714285714286,False,117.80952380952381,378.06666666666666,47.8,St Mark's School,2556.355562774939,300,Mercy College,3226.3299073304615,349
ID774127996,16A Manning Rd,MALVERN EAST,2273000.0,h,2016-12-03,3,3.0,1.0,376.0,89.0,-37.8727,145.0458,19943,602.9261250423822,14.67881548974943,True,87.14285714285714,348.73333333333335,76.0,St Mary's School,626.8923511624431,159,Oakwood School,1031.5566436528072,565
ID311229623,222 Rae St,FITZROY NORTH,1852000.0,h,2017-07-01,3,2.0,1.0,138.0,119.0,-37.78714,144.97966,20019,1203.4524394952523,6.642384105960265,True,255.95833333333334,1618.4117647058824,222.7,Fitzroy Community School,226.69205376979866,4,Fitzroy High School,731.0068967122917,248
ID405577227,8 Scotia St,PRESTON,1210000.0,h,2017-06-03,3,2.0,2.0,515.0,99.0,-37.74794,144.99111000000005,20013,839.0033821751082,9.951724137931034,False,92.0,1027.4375,111.66666666666667,Sacred Heart School,1167.4852956205034,66,Coburg High School,1801.9915567025082,79
ID889217235,4 Farnham St,FLEMINGTON,1115000.0,h,2016-11-27,3,1.0,1.0,244.0,79.0,-37.7823,144.9278,20040,569.1876508434136,5.186440677966102,True,240.45833333333334,1683.625,169.1818181818182,Flemington Primary School,568.2953822521721,341,St Aloysius College,1774.53567685293,170
ID150513029,2/557 Canterbury Rd,VERMONT,975000.0,t,2017-06-03,4,2.0,2.0,0.0,11.0,-37.83368,145.20408999999995,19901,1850.0430714978934,33.0,False,46.94444444444444,104.86666666666666,22.6,Rangeview Primary School,496.41532444895614,153,Vermont Secondary College,1224.2110710462941,129
ID800247295,17 Norma St,DIAMOND CREEK,621000.0,h,2017-07-01,2,1.0,0.0,610.0,80.0,-37.67629,145.15589,19988,405.09638873930123,28.6,False,415.875,2214.3333333333335,356.44444444444446,Sacred Heart School,526.5906135050233,66,Diamond Valley College,1085.1148906580079,358
ID122934090,7 Perisher Dr,CRAIGIEBURN,425000.0,h,2017-06-24,3,2.0,2.0,263.0,11.0,-37.57307,144.92513,40221,3579.775546489307,12.25,False,161.04166666666666,848.4666666666667,160.0,St Catherine's School,12390.723378594612,117,Craigieburn Secondary College,4063.0218093654626,497
ID988112263,25/388 Toorak Rd,SOUTH YARRA,627500.0,u,2016-08-13,2,1.0,1.0,0.0,49.0,-37.8407,145.004,19947,462.8920247484445,10.318181818181818,True,137.58333333333334,681.8125,137.2,Toorak Primary School,712.1150682373326,83,Melbourne High School,876.7936562073736,2
ID116935232,38 Dalny Rd,MURRUMBEENA,1060000.0,h,2016-05-07,3,1.0,2.0,595.0,62.0,-37.9027,145.0684,19918,1189.7816756650009,20.516129032258064,True,36.59090909090909,147.2,42.77777777777778,St Patrick's School,293.9874593259783,346,Sacred Heart Girls' College,1554.3476783492772,93
ID463755453,15 Huntingdon Rd,BENTLEIGH EAST,1575000.0,h,2017-09-03,2,1.0,5.0,587.0,39.0,-37.91567,145.05357,19940,1467.9270133793254,19.155555555555555,False,125.08695652173913,839.375,108.0,Valkstone Primary School,337.4512334060708,134,McKinnon Secondary College,586.183587016767,48
ID389745310,1/54 Furneaux Gr,BULLEEN,760000.0,h,2017-05-20,5,2.0,2.0,411.0,64.0,-37.7784,145.091,19935,3571.0026193853064,14.878980891719745,False,117.66666666666667,1162.6,191.88888888888889,Belle Vue Primary School,1179.2777765967862,299,Marcellin College,835.9014691960906,169
ID511309120,51/167 Fitzroy St,ST KILDA,1600000.0,u,2017-02-25,3,2.0,2.0,0.0,169.0,-37.8584,144.9802,19957,1072.494322590763,10.222222222222221,True,176.5,1272.8,233.11111111111111,St Kilda Park Primary School,213.79308476891896,73,Elwood College,2698.754413553935,175
ID511072344,32 Maylands Cr,GLEN WAVERLEY,1182000.0,h,2017-07-22,5,2.0,3.0,650.0,44.0,-37.90383,145.17166,19873,2836.242684900296,0.0,False,13.0,21.071428571428573,8.142857142857142,Wheelers Hill Primary School,661.5599853902855,28,Brentwood Secondary College,670.4640596878066,168
ID498630776,14 Norfolk Av,RINGWOOD,935000.0,h,2017-09-16,4,3.0,2.0,540.0,39.0,-37.82782,145.22506,19902,1372.141798681715,35.935483870967744,False,23.866666666666667,90.46666666666667,7.333333333333333,Marlborough Primary School,1181.098747501665,374,Aquinas College,1017.3072982860525,151
ID335484008,32 College St,HAWTHORN,1620000.0,h,2017-05-20,2,1.0,1.0,201.0,114.0,-37.8173,145.0246,19905,525.5653286988395,11.56578947368421,True,156.70833333333334,1480.2666666666667,132.1818181818182,Hawthorn West Primary School,630.4255029740319,125,Lynall Hall Community School,1966.9256278317812,559
ID969949609,10 Volga St,HADFIELD,719000.0,h,2016-10-08,3,1.0,4.0,692.0,39.0,-37.7084,144.9412,19961,1778.1741195268057,8.5,False,210.45833333333334,1676.0,169.77777777777777,Westbreen Primary School,1012.7565812832942,321,Glenroy Secondary College,1485.3181587122053,511
ID830022887,1/94 Railway Pde,PASCOE VALE,605000.0,t,2016-08-06,4,2.0,1.0,215.0,29.0,-37.7247,144.9257,20034,709.0358022435206,9.410714285714286,False,85.95652173913044,1043.8666666666666,112.77777777777777,Strathmore North Primary School,856.3637797541435,145,Strathmore Secondary College,1366.1594300977279,133
ID117871575,5/133 Maud St,BALWYN NORTH,560000.0,u,2016-11-27,2,1.0,1.0,0.0,69.0,-37.7961,145.0808,19893,3159.976062629858,19.3125,False,120.73913043478261,881.5,102.88888888888889,Balwyn North Primary School,337.04693626967014,142,Balwyn High School,404.7954660111958,44
ID706383268,5/2 Griffiths St,RESERVOIR,420000.0,u,2016-12-10,2,1.0,0.0,207.0,49.0,-37.7145,144.9962,20010,987.0326200711693,10.725714285714286,False,117.80952380952381,378.06666666666666,47.8,Preston Primary School,2175.960633446209,250,Reservoir High School,3079.7698307264045,346
ID129015638,95 Chomley St,PRAHRAN,1250000.0,h,2017-08-12,2,1.0,0.0,192.0,109.0,-37.85562,145.00571000000005,19946,900.1664133517479,11.953125,True,92.0,1027.4375,111.66666666666667,Our Lady of Lourdes School,482.11420078202895,67,Melbourne High School,2282.6640643679466,2
ID937220206,34 Hunter St,CARNEGIE,1390000.0,h,2017-05-20,3,2.0,2.0,585.0,32.0,-37.9027,145.0582,19919,1608.1796380718342,18.73846153846154,True,470.9583333333333,3339.705882352941,557.0,St Patrick's School,629.0451573421278,346,McKinnon Secondary College,1355.8652666128226,48
ID132711076,4/69 Wattle Valley Rd,CANTERBURY,913000.0,u,2017-04-08,2,1.0,1.0,0.0,99.0,-37.8322,145.0816,19893,859.4267666938264,19.3125,True,470.9583333333333,3339.705882352941,557.0,Canterbury Primary School,193.36182228274254,43,Camberwell High School,804.8508616166233,112
ID760783240,8 Tourello St,MITCHAM,960000.0,h,2017-06-24,3,1.0,0.0,781.0,34.0,-37.8105,145.20106,19900,1156.4503595430099,31.515151515151516,False,183.875,1454.9375,194.91666666666666,Mitcham Primary School,752.6702087083737,180,Aquinas College,3290.58959724366,151
ID960675222,17 Stephens St,BALWYN NORTH,3360000.0,h,2016-04-16,4,3.0,1.0,904.0,16.0,-37.797,145.086,19896,3030.2882289271183,23.705882352941178,True,120.73913043478261,881.5,102.88888888888889,Balwyn North Primary School,788.495570151875,142,Balwyn High School,817.2832760682408,44
ID185045662,44 Walter St,ASCOT VALE,1381500.0,h,2017-02-25,3,2.0,2.0,416.0,119.0,-37.7727,144.9055,20028,1425.316905370565,-1.0,True,311.8333333333333,2261.4,423.0,St Mary's School,523.1262223838304,159,St Columba's College,1890.6652305257562,85
ID804169638,20 Pearce St,BURWOOD,1052000.0,h,2017-06-24,3,1.0,0.0,801.0,69.0,-37.85541,145.12836,19875,2209.2781641153483,0.0,True,89.21739130434783,317.9375,53.666666666666664,Essex Heights Primary School,1401.0348694697818,239,Avila College,2186.8065384783963,102
ID256639979,37 Illuka Cr,MOUNT WAVERLEY,2420000.0,h,2017-09-16,5,5.0,2.0,757.0,44.0,-37.8875,145.14467,19874,1332.513828751369,0.0,False,183.875,1454.9375,194.91666666666666,Pinewood Primary School,356.183055279367,51,Avila College,1745.0818521037133,102
ID418977248,98 Canterbury St,FLEMINGTON,1090000.0,h,2017-09-03,2,1.0,2.0,263.0,129.0,-37.78128,144.92325,20039,676.7842547371408,5.762711864406779,True,255.95833333333334,1618.4117647058824,222.7,Ascot Vale Primary School,814.6399252443257,249,St Aloysius College,2156.747528504113,170
ID343893315,753 Gilbert Rd,RESERVOIR,755000.0,h,2017-09-09,3,1.0,1.0,482.0,54.0,-37.7197,144.99295,20010,1275.885551380645,10.725714285714286,False,126.42857142857143,380.2,68.3,St Raphael's School,1603.0021684624041,349,Mercy College,2768.673858702548,349
ID185896175,22/14 Crimea St,ST KILDA,350000.0,u,2017-04-08,1,1.0,1.0,1236.0,51.0,-37.8585,144.9884,19957,419.84412399553156,10.222222222222221,False,176.5,1272.8,233.11111111111111,St Mary's School,809.943254265827,159,Melbourne High School,2487.7305280726596,2
ID347561773,122 McIntosh Rd,ALTONA NORTH,590000.0,h,2016-04-23,3,1.0,2.0,561.0,11.0,-37.8444,144.8491,19927,2705.8774605134463,13.153846153846153,False,311.2083333333333,2215.75,346.0,Newport Gardens Primary School,1736.8655541783796,411,Emmanuel College,1539.8085713182484,180
ID605109270,3/10 Kendall St,ESSENDON,702500.0,u,2017-03-04,2,1.0,1.0,168.0,11.0,-37.758,144.9311,20037,1330.097550571383,7.285714285714286,True,156.70833333333334,1480.2666666666667,132.1818181818182,Moonee Ponds Primary School,617.2775376979239,225,St Columba's College,1482.0828283156516,85
ID866881669,1/177 Oakleigh Rd,CARNEGIE,586000.0,u,2017-03-04,2,1.0,1.0,898.0,49.0,-37.9003,145.0634,19919,1177.4535679019275,18.73846153846154,False,470.9583333333333,3339.705882352941,557.0,St Patrick's School,231.9377611004087,346,McKinnon Secondary College,1859.640355211965,48
ID686740375,30 Godley St,RESERVOIR,895500.0,h,2016-11-12,4,2.0,4.0,864.0,79.0,-37.7034,144.9886,20009,1908.9480276120469,13.899280575539569,False,117.80952380952381,378.06666666666666,47.8,St Mark's School,2625.874839983078,300,Thomastown Secondary College,2988.414421739681,489
ID366569992,2a Alexandra St,SOUTH YARRA,1056800.0,h,2016-05-28,3,2.0,1.0,90.0,125.0,-37.8406,144.9864,19959,574.62985824733,8.563409563409563,False,137.58333333333334,681.8125,137.2,South Yarra Primary School,108.35062720699625,44,Melbourne High School,888.994418855732,2
ID146225382,6/43 Milton St,ELWOOD,590000.0,u,2016-09-10,2,1.0,1.0,0.0,49.0,-37.8757,144.9853,19955,873.4021473418563,12.88888888888889,True,195.83333333333334,1779.0666666666666,147.3,St Kilda Primary School,691.7420014282964,169,Elwood College,736.9684829496497,175
ID538535193,2 Bazentin St,ALBION,570000.0,h,2017-07-01,3,1.0,0.0,423.0,99.0,-37.77917,144.82223,20004,275.4801607420132,10.0,False,42.57142857142857,147.0,51.333333333333336,St Theresa's School,381.1353860641554,393,Sunshine College,1387.182029854242,233
ID779065262,328 Carrick Dr,GLADSTONE PARK,675000.0,h,2017-06-17,5,2.0,2.0,565.0,44.0,-37.68302,144.89327,20030,2320.756937560078,12.142857142857142,False,86.47826086956522,751.875,113.1,St Dominic's School,2690.480977825315,82,Penola Catholic College,2266.589754183612,361
ID374094344,3/700 Canterbury Rd,SURREY HILLS,682000.0,u,2017-05-06,2,1.0,2.0,119.0,69.0,-37.8271,145.1032,19895,509.29642570850655,22.17391304347826,False,316.5416666666667,1022.8125,237.66666666666666,Surrey Hills Primary School,266.79396968015374,141,Our Lady of Sion College,2543.328589859202,69
ID203693116,7/19 Redan St,ST KILDA,550000.0,u,2016-07-30,2,1.0,1.0,1357.0,59.0,-37.8601,144.9898,19957,491.4606010159535,10.222222222222221,False,170.45833333333334,1257.5333333333333,169.3,St Mary's School,695.2673967015132,159,Elwood College,2506.234390564074,175
ID367537927,5/69 Hamilton St,YARRAVILLE,345000.0,u,2016-04-16,1,1.0,1.0,0.0,49.0,-37.8111,144.887,19996,588.3850012636573,5.482758620689655,False,100.52380952380952,300.4,45.22222222222222,Yarraville West Primary School,430.49141760116845,105,Gilmore College For Girls,1505.3349615008472,387
ID588216392,103/8 Howard St,RICHMOND,380000.0,u,2016-05-22,1,1.0,1.0,0.0,59.0,-37.8331,144.9975,19907,746.8068780481494,0.0,False,117.80952380952381,378.06666666666666,47.8,Richmond Primary School,416.6876797300923,260,Melbourne High School,457.4321316198729,2
ID602891061,16 Cliff St,ESSENDON,1630000.0,h,2016-11-27,3,2.0,2.0,563.0,49.0,-37.7579,144.9114,20037,471.6532342651449,7.285714285714286,True,143.04166666666666,1283.5625,102.45454545454545,Resurrection House,563.5971959348703,329,St Columba's College,265.9474244642268,85
ID572953328,32 Fernhill Dr,DINGLEY VILLAGE,1281000.0,h,2017-09-16,4,2.0,2.0,566.0,19.0,-37.97215,145.12389,19913,3617.143356538428,31.82089552238806,False,415.875,2214.3333333333335,356.44444444444446,Kingswood Primary School,1207.373436886533,409,Killester College,2865.805868184123,182
ID549654081,2/1 Sturrock St,BRUNSWICK,620000.0,u,2016-09-17,2,1.0,1.0,135.0,44.0,-37.7583,144.9756,19966,1284.7315353907568,5.85,True,100.52380952380952,300.4,45.22222222222222,St Margaret Mary's School,647.9078125006605,483,Sydney Road Community School,1751.0056878483729,447
ID626984855,1003/123 Pelham St,CARLTON,1100000.0,u,2017-05-27,2,2.0,2.0,0.0,11.0,-37.80279,144.96442,19842,811.8314599898997,3.3991228070175437,True,20.266666666666666,47.5625,11.0,Carlton Gardens Primary School,455.4392493194743,199,Academy of Mary Immaculate,884.5330709610516,144
ID642610740,54 Northcote Av,BALWYN,2360000.0,h,2017-08-12,4,3.0,2.0,848.0,93.0,-37.81462,145.08776,19894,1080.3212143622368,20.9375,True,125.08695652173913,839.375,108.0,Chatham Primary School,477.2302082841228,310,Balwyn High School,2101.171879049834,44
ID784567420,53 Park Rd,SURREY HILLS,2567500.0,h,2017-08-19,3,2.0,2.0,1004.0,54.0,-37.83603,145.10596,19895,1465.7911127792902,22.17391304347826,True,316.5416666666667,1022.8125,237.66666666666666,Our Lady of Perpetual Succour School,818.4814925920222,178,Our Lady of Sion College,2882.993333649904,69
ID672532920,20 Kirkwood Dr,CAMBERWELL,2740000.0,h,2016-08-28,5,2.0,2.0,643.0,14.0,-37.8421,145.0719,19850,384.05929248590814,20.0,True,462.9583333333333,3343.0588235294117,509.8333333333333,Camberwell South Primary School,1041.232761028976,327,Camberwell High School,1332.590190227774,112
ID604499774,112 McIlwraith St,PRINCES HILL,1625000.0,h,2017-09-16,2,1.0,1.0,253.0,129.0,-37.78243,144.96871000000004,19969,1208.0961491145438,4.666666666666667,True,19.533333333333335,46.666666666666664,8.777777777777779,Brunswick South Primary School,534.1738445183236,448,Sydney Road Community School,1540.2162839319064,447
ID388953497,192 Wood St,PRESTON,870000.0,h,2016-11-27,4,1.0,2.0,400.0,129.0,-37.7346,145.0164,20011,1383.944721925573,11.806896551724138,False,85.95652173913044,1043.8666666666666,112.77777777777777,Holy Name School,519.5438027951142,463,Reservoir High School,1809.2227883367436,346
ID155503361,105 William St,LALOR,700000.0,h,2017-07-29,3,1.0,2.0,625.0,49.0,-37.67427,145.02961000000005,20006,1440.610092041535,16.25984251968504,False,177.47826086956522,1281.7333333333333,207.5,Thomastown East Primary School,791.5690607360442,20,Lalor Secondary College,200.2683406981519,378
ID601551075,48 Charles St,NORTHCOTE,1343000.0,h,2017-05-06,2,1.0,1.0,263.0,7.0,-37.777,144.99200000000005,20017,127.29515006161257,7.006622516556291,True,26.625,68.93333333333334,13.11111111111111,Merri Creek Primary School,405.98119596054414,191,Northcote High School,375.4553278361985,178
ID727743559,4/60 Henty St,RESERVOIR,380000.0,u,2016-10-08,2,1.0,1.0,149.0,39.0,-37.7177,144.9917,20010,1349.943909912591,10.725714285714286,False,117.80952380952381,378.06666666666666,47.8,St Raphael's School,1827.1859078711805,349,Mercy College,2776.2324789448476,349
ID256084673,527 Kings Rd,TAYLORS LAKES,790500.0,h,2017-06-03,3,2.0,2.0,808.0,14.0,-37.6943,144.78187,20000,1018.1137203939456,15.0,False,71.80952380952381,332.53333333333336,39.55555555555556,Emmaus Catholic Primary School,1079.393195964475,464,Copperfield College,2921.9449315506504,302
ID350445038,9 Yawla St,BENTLEIGH,2255000.0,h,2016-12-10,4,3.0,2.0,557.0,11.0,-37.9132,145.0251,19939,1145.6052200104853,20.31111111111111,True,120.73913043478261,881.5,102.88888888888889,St Finbar's School,753.366886506078,336,Brighton Secondary College,935.6573599755832,213
ID346972925,63 Nolan St,NIDDRIE,1370000.0,h,2017-09-09,4,3.0,2.0,634.0,2.0,-37.74101,144.88478,20037,3230.450860432668,7.285714285714286,False,14.055555555555555,58.666666666666664,7.666666666666667,Niddrie Primary School,1261.9257580441388,445,Rosehill Secondary College,643.0274958328433,239
ID565236577,1/14 Paxton St,RINGWOOD,655000.0,u,2017-08-12,2,1.0,1.0,306.0,14.0,-37.80436,145.23339,19902,1340.7237688412515,35.935483870967744,True,23.866666666666667,90.46666666666667,7.333333333333333,Holy Spirit School,1277.1015324233385,496,Norwood Secondary College,632.8971782037738,219
ID555853887,11 Pamela St,MOUNT WAVERLEY,1451000.0,h,2017-09-16,3,2.0,1.0,730.0,49.0,-37.88494,145.11951000000005,19875,1313.78036041164,0.0,False,183.875,1454.9375,194.91666666666666,Mount Waverley Primary School,575.0410040116777,111,Avila College,1662.8843768999175,102
ID357027683,116 Charles St,PRAHRAN,1650000.0,h,2016-12-10,3,3.0,1.0,209.0,14.0,-37.8467,144.9897,19958,314.06029406246654,8.88888888888889,False,85.95652173913044,1043.8666666666666,112.77777777777777,South Yarra Primary School,694.9629331795702,44,Melbourne High School,1204.5511275063009,2
ID424976316,95 Marion St,ALTONA NORTH,1070000.0,h,2017-09-03,3,1.0,3.0,693.0,69.0,-37.83511,144.84905,19994,3153.179476597184,9.132911392405063,True,311.8333333333333,2261.4,423.0,Newport Gardens Primary School,2070.7596963702445,411,Emmanuel College,702.583322319567,180
ID658903518,171 Bridge St,PORT MELBOURNE,1240000.0,h,2016-12-03,2,1.0,0.0,0.0,69.0,-37.836,144.9419,20043,2177.1141635690287,0.0,True,85.95652173913044,1043.8666666666666,112.77777777777777,Port Melbourne Primary School,715.0530034484769,325,Albert Park College,1090.1807100703188,131
ID803434454,24 Abraham Dr,CROYDON,720000.0,h,2017-05-27,4,2.0,3.0,879.0,119.0,-37.79079,145.30208000000005,19877,1129.9808499129826,49.76923076923077,False,44.2,168.13333333333333,36.888888888888886,Ruskin Park Primary School,1046.450601283453,476,Yarra Hills Secondary College,1251.178261810185,468
ID390307926,32 Cameron St,RICHMOND,1555000.0,h,2016-11-07,3,1.0,0.0,250.0,119.0,-37.8167,144.9978,19978,593.7142631436428,2.8065843621399176,True,117.80952380952381,378.06666666666666,47.8,Richmond West Primary School,387.388787933343,452,Lynall Hall Community School,392.7250231136386,559
ID266107094,15 Gould St,BRIGHTON,2400000.0,h,2016-09-10,3,2.0,2.0,835.0,109.0,-37.9225,144.991,19950,472.2293360089402,18.88888888888889,True,343.0416666666667,1929.3125,260.0,St Joan of Arc School,383.72740397567924,95,Brighton Secondary College,2482.9644027991276,213
ID545903453,17 Knutsford St,BALWYN,3401000.0,h,2016-11-27,3,2.0,1.0,706.0,89.0,-37.8161,145.0748,19893,1091.0458175516271,19.3125,True,120.73913043478261,881.5,102.88888888888889,Balwyn Primary School,626.5354704123567,16,Camberwell High School,1573.766652380226,112
ID321499434,11 Eucalyptus Dr,MAIDSTONE,680000.0,t,2017-05-20,3,3.0,2.0,2787.0,7.0,-37.7794,144.872,20022,2348.937523410039,5.4,False,102.47619047619048,352.6,106.22222222222223,Footscray North Primary School,1365.3186446274788,235,Braybrook College,2156.084864640361,139
ID820761064,46 Dunne St,KINGSBURY,980000.0,h,2016-10-08,3,1.0,1.0,907.0,59.0,-37.7143,145.039,20009,2692.451355282411,13.899280575539569,True,17.466666666666665,50.4,12.333333333333334,Our Lady of the Way School,324.1653767334503,417,Reservoir High School,1202.1730727737709,346
ID532557305,28 Walnut Rd,BALWYN NORTH,1950000.0,h,2016-05-14,4,3.0,2.0,665.0,49.0,-37.7889,145.0904,19896,3649.4084350395347,23.705882352941178,False,120.73913043478261,881.5,102.88888888888889,Boroondara Park Primary School,228.50009665826082,192,Balwyn High School,1559.3790679594683,44
ID197537515,95 Orange Gr,BAYSWATER,925000.0,h,2017-06-17,4,1.0,10.0,993.0,53.0,-37.84688,145.25632,19870,1186.4174383725665,38.642857142857146,False,19.533333333333335,46.666666666666664,8.777777777777779,Our Lady of Lourdes School,862.65583948686,67,Bayswater Secondary College,1006.3445573616807,526
ID614701491,87 Phillips St,COBURG,1210000.0,h,2017-09-03,3,1.0,4.0,460.0,99.0,-37.74513,144.95458,19965,830.7842470727666,6.25,True,137.20833333333334,1183.2,166.0,Coburg West Primary School,652.2646260257894,233,Coburg High School,1677.9293026529524,79
ID611255412,12/48 Oxley Rd,HAWTHORN,743000.0,u,2016-09-24,2,1.0,2.0,0.0,129.0,-37.8249,145.0405,19904,523.0437190786595,12.26086956521739,True,143.04166666666666,1283.5625,102.45454545454545,St Joseph's School,570.9161342597871,113,Auburn High School,1715.1911437881151,167
ID816292043,5 Bullarto St,CHADSTONE,1002000.0,h,2016-08-13,2,1.0,1.0,585.0,69.0,-37.8792,145.0948,19839,646.0900286134447,0.0,False,200.95652173913044,1136.6875,143.3,Malvern Valley Primary School,1181.3728998428505,139,Salesian College,620.2642751045829,153
ID219011726,23 Wills St,BALWYN,1912000.0,h,2016-05-28,3,1.0,2.0,844.0,59.0,-37.8037,145.0636,19892,2503.353035934903,17.941176470588236,True,120.73913043478261,881.5,102.88888888888889,Deepdene Primary School,555.6692288562084,42,Kew High School,907.9291829988301,124
ID436312564,54 Capon St,MALVERN EAST,2412000.0,h,2017-02-25,2,1.0,4.0,1220.0,59.0,-37.8846,145.08700000000005,19839,1179.905753322813,0.0,True,102.47619047619048,352.6,106.22222222222223,Malvern Valley Primary School,649.9579936606088,139,Salesian College,1183.091627515976,153
ID737914973,73 Charman Rd,BEAUMARIS,1221000.0,h,2017-07-01,4,2.0,3.0,554.0,94.0,-37.98139000000001,145.05251,19865,1111.7020525123842,28.514492753623188,False,12.642857142857142,26.571428571428573,2.6666666666666665,Stella Maris School,1008.223217533762,423,Kilbreda College,1198.4775609096826,145
ID596534947,112 Belmore Rd,BALWYN,3020000.0,h,2016-05-28,5,3.0,2.0,715.0,10.0,-37.8028,145.0768,19893,2445.085481941494,19.3125,True,120.73913043478261,881.5,102.88888888888889,Balwyn North Primary School,679.4846486210637,142,Balwyn High School,549.9986574521752,44
ID463249488,39 Mason St,RESERVOIR,786000.0,h,2016-04-16,4,3.0,1.0,595.0,6.0,-37.7283,145.0072,20011,389.97295470168416,11.806896551724138,False,117.80952380952381,378.06666666666666,47.8,Preston Primary School,370.9343449305614,250,Reservoir High School,2098.0771368183327,346
ID537740766,6/14 Shelley St,ELWOOD,599999.0,u,2016-12-03,2,1.0,0.0,0.0,18.0,-37.8808,144.9847,19955,1074.1618661535451,12.88888888888889,True,195.83333333333334,1779.0666666666666,147.3,Elwood Primary School,331.3505805209644,309,Elwood College,174.87827512587202,175
ID515872720,2/360 Carlisle St,BALACLAVA,820000.0,u,2016-11-19,2,1.0,1.0,0.0,59.0,-37.8691,144.9974,19956,344.36544029965444,11.555555555555555,True,206.75,1709.9375,183.33333333333334,St Kilda Primary School,747.012382062281,169,Elwood College,1820.501699160309,175
ID510562503,14 Indra Rd,BLACKBURN SOUTH,1264000.0,h,2017-06-24,3,1.0,2.0,579.0,59.0,-37.83831,145.13985,19897,1952.802436245825,25.746835443037973,True,129.1304347826087,614.0,123.3,Orchard Grove Primary School,624.7644764284496,137,Box Hill High School,2051.0786209780144,56
ID921143680,17/30 Miles St,SOUTHBANK,625000.0,u,2017-08-12,2,1.0,1.0,0.0,59.0,-37.8281,144.96627,19854,1092.0441047240342,1.492822966507177,True,155.625,728.625,134.3,Galilee Regional Catholic Primary School,1348.9223398045688,208,Ozford College,1988.1398061766647,530
ID984326092,2/25 Acland St,ST KILDA,1077000.0,t,2017-05-13,2,1.0,1.0,455.0,129.0,-37.8636,144.9749,19957,1724.4288121196919,10.222222222222221,True,176.5,1272.8,233.11111111111111,St Kilda Park Primary School,661.2245687708878,73,Elwood College,2272.0220224263035,175
ID262214229,6 Bolden St,HEIDELBERG,1401000.0,h,2016-11-19,5,2.0,2.0,580.0,79.0,-37.7539,145.0577,19935,440.2195858616149,14.878980891719745,True,143.04166666666666,1283.5625,102.45454545454545,St John's School,883.0734507581742,489,Our Lady of Mercy College,978.9123680657195,90
ID234570600,11 Raleigh St,ESSENDON,770000.0,h,2016-04-16,3,1.0,0.0,438.0,99.0,-37.754,144.92600000000004,20036,877.3692309422845,8.196428571428571,False,143.04166666666666,1283.5625,102.45454545454545,Essendon Primary School,447.8466156489458,133,St Columba's College,1090.5010923929156,85
ID264016279,33 Welfare Pde,GLEN IRIS,1688000.0,h,2017-08-26,3,1.0,2.0,717.0,109.0,-37.85918,145.083,19848,342.74448816650477,23.0,True,255.95833333333334,1618.4117647058824,222.7,Ashburton Primary School,340.4831989449598,106,Ashwood High School,1883.0522355984754,241
ID611556402,282 Glenlyon Rd,FITZROY NORTH,1141000.0,h,2016-04-16,3,1.0,1.0,378.0,129.0,-37.7739,144.9819,20017,1068.706938639877,7.006622516556291,True,240.45833333333334,1683.625,169.1818181818182,Our Lady Help of Christians School,447.7762483654724,90,Northcote High School,687.4305781404958,178
ID317984617,11 Craigielea Av,ST ALBANS,610000.0,h,2017-07-15,2,1.0,2.0,419.0,44.0,-37.7398,144.80348,20002,639.1945205789467,11.923076923076923,False,201.72727272727272,824.75,150.6,Sacred Heart School,382.3344640467148,66,Catholic Regional College,399.79161736111854,236
ID895641425,1/59 Leicester St,FITZROY,1520000.0,t,2016-11-12,3,2.0,2.0,0.0,129.0,-37.7951,144.9776,19975,1549.5696131586933,4.305220883534137,True,240.45833333333334,1683.625,169.1818181818182,Carlton North Primary School,602.9908449424529,218,Academy of Mary Immaculate,998.7991753232586,144
ID220405465,12 Melrose St,CREMORNE,1300000.0,h,2016-05-28,3,2.0,2.0,138.0,18.0,-37.8288,144.9891,19908,534.2922100435379,6.748259860788863,True,121.0909090909091,439.2,60.44444444444444,Richmond Primary School,881.0601949689276,260,Melbourne High School,1047.515472565765,2
ID977097337,204/8 Balmain St,CREMORNE,405000.0,u,2016-07-16,1,1.0,1.0,0.0,12.0,-37.8299,144.9907,19908,650.1913438689518,6.748259860788863,True,121.0909090909091,439.2,60.44444444444444,Richmond Primary School,737.1301459464953,260,Melbourne High School,871.4835699392556,2
ID679749255,165 Hilton St,GLENROY,630000.0,h,2016-11-27,4,2.0,2.0,602.0,69.0,-37.7005,144.9258,20032,879.1296501739704,10.928571428571429,False,210.45833333333334,1676.0,169.77777777777777,Glenroy Central Primary School,425.67126934542307,422,Glenroy Secondary College,473.1099405345826,511
